Sampling Rate : 128HZ,Duration : 10 Minutes
Time,PPG
78.015625,-63245.15234
78.0234375,-63263.45313
78.03125,-63279.79297
78.0390625,-63294.0625
78.046875,-63306.23828
78.0546875,-63314.72266
78.0625,-63318.38281
78.0703125,-63314.26563
78.078125,-63300.46094
78.0859375,-63277.03516
78.09375,-63244.97656
78.1015625,-63208.53906
78.109375,-63170.78125
78.1171875,-63133.14844
78.125,-63095.375
78.1328125,-63055.02344
78.140625,-63011.02734
78.1484375,-62964.42969
78.15625,-62918.89453
78.1640625,-62879.38281
78.171875,-62848.61719
78.1796875,-62826.11719
78.1875,-62807.77344
78.1953125,-62786.91406
78.203125,-62759.73828
78.2109375,-62724.6875
78.21875,-62684.40625
78.2265625,-62643.99219
78.234375,-62606.85156
78.2421875,-62575.78906
78.25,-62549.86328
78.2578125,-62526.53906
78.265625,-62503.91797
78.2734375,-62480.74219
78.28125,-62458.06641
78.2890625,-62438.02734
78.296875,-62422.5625
78.3046875,-62413.02344
78.3125,-62408.4375
78.3203125,-62407.24219
78.328125,-62407.65234
78.3359375,-62407.42969
78.34375,-62406.8125
78.3515625,-62405.20313
78.359375,-62402.39844
78.3671875,-62398.61328
78.375,-62393.26953
78.3828125,-62388.30859
78.390625,-62385.57422
78.3984375,-62386.76953
78.40625,-62392.82422
78.4140625,-62402.13672
78.421875,-62412.50391
78.4296875,-62422.19922
78.4375,-62430.85938
78.4453125,-62440.27734
78.453125,-62451.57813
78.4609375,-62465.13281
78.46875,-62479.76172
78.4765625,-62492.63281
78.484375,-62503.59766
78.4921875,-62513.03906
78.5,-62522.46484
78.5078125,-62533.23438
78.515625,-62543.56641
78.5234375,-62551.66797
78.53125,-62555.40234
78.5390625,-62555.21484
78.546875,-62554.58203
78.5546875,-62557.75
78.5625,-62567.83984
78.5703125,-62584.89453
78.578125,-62605.03906
78.5859375,-62624.38281
78.59375,-62639.15234
78.6015625,-62648.98047
78.609375,-62656.06641
78.6171875,-62662.03125
78.625,-62668.80859
78.6328125,-62674.87109
78.640625,-62677.62109
78.6484375,-62675.51172
78.65625,-62667.89844
78.6640625,-62657.63281
78.671875,-62647.92578
78.6796875,-62641.28906
78.6875,-62638.60547
78.6953125,-62638.53906
78.703125,-62639.3125
78.7109375,-62639.62109
78.71875,-62637.88281
78.7265625,-62633.96875
78.734375,-62626.27734
78.7421875,-62614.10938
78.75,-62598.32031
78.7578125,-62580.48047
78.765625,-62564.74219
78.7734375,-62552.75781
78.78125,-62543.09766
78.7890625,-62531.83984
78.796875,-62513.83203
78.8046875,-62487.73438
78.8125,-62456.64844
78.8203125,-62426.88281
78.828125,-62404.4375
78.8359375,-62390.75
78.84375,-62382.91406
78.8515625,-62376.30469
78.859375,-62367.22266
78.8671875,-62357.08203
78.875,-62348.32031
78.8828125,-62342.95703
78.890625,-62340.05859
78.8984375,-62334.86719
78.90625,-62324.76172
78.9140625,-62309.79688
78.921875,-62294.23438
78.9296875,-62284.76172
78.9375,-62285.07031
78.9453125,-62294.71094
78.953125,-62308.70703
78.9609375,-62320.66797
78.96875,-62326.88281
78.9765625,-62327.17188
78.984375,-62325.58594
78.9921875,-62327.44922
79,-62335.46484
79.0078125,-62350.44922
79.015625,-62368.44531
79.0234375,-62383.87109
79.03125,-62391.78906
79.0390625,-62388.35547
79.046875,-62374.55859
79.0546875,-62353.21094
79.0625,-62328.30469
79.0703125,-62303.64453
79.078125,-62280.25391
79.0859375,-62257.47266
79.09375,-62233.32813
79.1015625,-62205.91797
79.109375,-62175.1875
79.1171875,-62141.77344
79.125,-62107.76953
79.1328125,-62075.23047
79.140625,-62044.36719
79.1484375,-62016.1875
79.15625,-61989.91797
79.1640625,-61965.16016
79.171875,-61942.36328
79.1796875,-61920.83984
79.1875,-61900.99609
79.1953125,-61881.66797
79.203125,-61861.03516
79.2109375,-61837.85156
79.21875,-61811.04688
79.2265625,-61781.26563
79.234375,-61750.47266
79.2421875,-61721.22656
79.25,-61696.90234
79.2578125,-61679.46484
79.265625,-61670.03516
79.2734375,-61668.04297
79.28125,-61669.85547
79.2890625,-61672.40234
79.296875,-61671.80469
79.3046875,-61666.5
79.3125,-61658.46484
79.3203125,-61650.53906
79.328125,-61646.97266
79.3359375,-61648.96484
79.34375,-61654.86328
79.3515625,-61661.36328
79.359375,-61665.23047
79.3671875,-61665.84766
79.375,-61665.05469
79.3828125,-61664.81641
79.390625,-61667.01953
79.3984375,-61670.45313
79.40625,-61673.50391
79.4140625,-61675.39844
79.421875,-61676.03516
79.4296875,-61678.11719
79.4375,-61682.53125
79.4453125,-61688.40234
79.453125,-61693.61328
79.4609375,-61694.69531
79.46875,-61691.375
79.4765625,-61685.34766
79.484375,-61680.28906
79.4921875,-61679.77344
79.5,-61684.92969
79.5078125,-61694.79688
79.515625,-61707.20313
79.5234375,-61719.55859
79.53125,-61731.72266
79.5390625,-61743.33984
79.546875,-61754.56641
79.5546875,-61765.04688
79.5625,-61772.51953
79.5703125,-61776.62109
79.578125,-61776.95313
79.5859375,-61774.42578
79.59375,-61770.99219
79.6015625,-61767.23438
79.609375,-61763.4375
79.6171875,-61758.83984
79.625,-61752.90625
79.6328125,-61746.39844
79.640625,-61740.73438
79.6484375,-61737.89453
79.65625,-61739.35547
79.6640625,-61744.35938
79.671875,-61752.33203
79.6796875,-61760.72656
79.6875,-61767.70313
79.6953125,-61772.33203
79.703125,-61773.35938
79.7109375,-61772.0625
79.71875,-61769.42188
79.7265625,-61767.03125
79.734375,-61767.15234
79.7421875,-61770.70313
79.75,-61778.03516
79.7578125,-61787.85156
79.765625,-61797.71875
79.7734375,-61805.54688
79.78125,-61809.625
79.7890625,-61810.46094
79.796875,-61810.32813
79.8046875,-61811.47266
79.8125,-61817.39063
79.8203125,-61828.88672
79.828125,-61845.17578
79.8359375,-61864.12891
79.84375,-61881.78906
79.8515625,-61896.58984
79.859375,-61907.94531
79.8671875,-61917.48438
79.875,-61928.53125
79.8828125,-61942.97656
79.890625,-61961.03516
79.8984375,-61980.18359
79.90625,-61996.49609
79.9140625,-62007.52344
79.921875,-62012.98438
79.9296875,-62016.47266
79.9375,-62023.28125
79.9453125,-62036.76563
79.953125,-62058.73828
79.9609375,-62086.09375
79.96875,-62113.86328
79.9765625,-62137.625
79.984375,-62153.94141
79.9921875,-62163.92578
80,-62169.85547
80.0078125,-62174.55469
80.015625,-62179.80078
80.0234375,-62184.27344
80.03125,-62184.70313
80.0390625,-62176.84766
80.046875,-62157.39453
80.0546875,-62126.67969
80.0625,-62087.90625
80.0703125,-62047.42969
80.078125,-62011.75
80.0859375,-61983.63672
80.09375,-61963.22656
80.1015625,-61945.87891
80.109375,-61926.07813
80.1171875,-61900.83984
80.125,-61869.85547
80.1328125,-61837.89453
80.140625,-61810.15625
80.1484375,-61790.39453
80.15625,-61778.82031
80.1640625,-61771.56641
80.171875,-61763.24609
80.1796875,-61749.53516
80.1875,-61728.87891
80.1953125,-61704.0625
80.203125,-61679.09766
80.2109375,-61658.21484
80.21875,-61643.52344
80.2265625,-61633.03906
80.234375,-61624.55078
80.2421875,-61614.55859
80.25,-61601.48047
80.2578125,-61586.63281
80.265625,-61571.95313
80.2734375,-61561.19141
80.28125,-61556.47266
80.2890625,-61558.35938
80.296875,-61565.70703
80.3046875,-61575.45703
80.3125,-61584.09375
80.3203125,-61588.79688
80.328125,-61587.70703
80.3359375,-61582.67188
80.34375,-61576.48047
80.3515625,-61573.30859
80.359375,-61576.3125
80.3671875,-61584.67188
80.375,-61596.30859
80.3828125,-61606.30469
80.390625,-61610.55469
80.3984375,-61607.99219
80.40625,-61599.44141
80.4140625,-61588.76172
80.421875,-61579.37891
80.4296875,-61573.53906
80.4375,-61571.99609
80.4453125,-61573.98047
80.453125,-61578.42188
80.4609375,-61584.51563
80.46875,-61590.91016
80.4765625,-61597.96875
80.484375,-61605.35938
80.4921875,-61613.92578
80.5,-61625.10938
80.5078125,-61638.13281
80.515625,-61652.85156
80.5234375,-61666.49219
80.53125,-61676.32031
80.5390625,-61681.86328
80.546875,-61684.65234
80.5546875,-61689.27734
80.5625,-61699.83984
80.5703125,-61717.73438
80.578125,-61740.45703
80.5859375,-61762.24609
80.59375,-61777.64063
80.6015625,-61784.53125
80.609375,-61784.19531
80.6171875,-61782.21875
80.625,-61782.96875
80.6328125,-61788.83203
80.640625,-61799.60156
80.6484375,-61812.375
80.65625,-61826.60156
80.6640625,-61842.49609
80.671875,-61861.64844
80.6796875,-61885.55078
80.6875,-61912.73438
80.6953125,-61940
80.703125,-61963.12891
80.7109375,-61979.25
80.71875,-61988.83203
80.7265625,-61994.37891
80.734375,-62000.01172
80.7421875,-62009.11719
80.75,-62022.26563
80.7578125,-62039.93359
80.765625,-62060.69531
80.7734375,-62083.60547
80.78125,-62108.25781
80.7890625,-62132.62891
80.796875,-62155.65625
80.8046875,-62175.11328
80.8125,-62189.72266
80.8203125,-62200.55078
80.828125,-62209.64063
80.8359375,-62219.94141
80.84375,-62233.22266
80.8515625,-62249.25391
80.859375,-62267.00391
80.8671875,-62284.71484
80.875,-62302.25391
80.8828125,-62320.6875
80.890625,-62340.125
80.8984375,-62361.19531
80.90625,-62381.85938
80.9140625,-62399.65234
80.921875,-62413.26953
80.9296875,-62421.95703
80.9375,-62428.49609
80.9453125,-62435.96094
80.953125,-62447.37109
80.9609375,-62464.95313
80.96875,-62488.33203
80.9765625,-62515.38672
80.984375,-62542.51172
80.9921875,-62565.32031
81,-62581.07031
81.0078125,-62587.92969
81.015625,-62587.05859
81.0234375,-62581.11328
81.03125,-62571.81641
81.0390625,-62561.25781
81.046875,-62548.51563
81.0546875,-62531.63281
81.0625,-62509.48047
81.0703125,-62481.41797
81.078125,-62450.57422
81.0859375,-62420.90234
81.09375,-62396.5625
81.1015625,-62379.94531
81.109375,-62370.08594
81.1171875,-62363.67969
81.125,-62356.86719
81.1328125,-62346.42969
81.140625,-62333.01953
81.1484375,-62318.35938
81.15625,-62305.22266
81.1640625,-62295.07031
81.171875,-62285.92578
81.1796875,-62276.19141
81.1875,-62263.67188
81.1953125,-62248.48828
81.203125,-62233.58984
81.2109375,-62221.42188
81.21875,-62214.16797
81.2265625,-62210.63672
81.234375,-62207.58594
81.2421875,-62201.73828
81.25,-62191.33984
81.2578125,-62177.8125
81.265625,-62165.08203
81.2734375,-62156.62109
81.28125,-62155.48828
81.2890625,-62160.54297
81.296875,-62168.48047
81.3046875,-62175.26563
81.3125,-62176.69531
81.3203125,-62172.89453
81.328125,-62165.57422
81.3359375,-62157.92578
81.34375,-62153.17188
81.3515625,-62151.71484
81.359375,-62152.52734
81.3671875,-62153.46094
81.375,-62153.12109
81.3828125,-62152.23438
81.390625,-62152.10156
81.3984375,-62154.16797
81.40625,-62158.15234
81.4140625,-62161.00391
81.421875,-62160.76172
81.4296875,-62155.92578
81.4375,-62148.35156
81.4453125,-62142.42578
81.453125,-62141.30859
81.4609375,-62147.39844
81.46875,-62158.71094
81.4765625,-62171.08984
81.484375,-62181.01563
81.4921875,-62186.50781
81.5,-62188.95313
81.5078125,-62191.23047
81.515625,-62195.69531
81.5234375,-62203.37891
81.53125,-62212.76953
81.5390625,-62222.27344
81.546875,-62231.21094
81.5546875,-62239.30859
81.5625,-62248.83594
81.5703125,-62260.36328
81.578125,-62273.57422
81.5859375,-62287.33594
81.59375,-62299.19141
81.6015625,-62309.49219
81.609375,-62319.33203
81.6171875,-62330.73438
81.625,-62345.54688
81.6328125,-62362.78516
81.640625,-62379.77734
81.6484375,-62393.03125
81.65625,-62400.35938
81.6640625,-62403.09375
81.671875,-62404.51563
81.6796875,-62409.14063
81.6875,-62419.82031
81.6953125,-62435.18359
81.703125,-62452.92188
81.7109375,-62469.26172
81.71875,-62482.68359
81.7265625,-62495.10938
81.734375,-62508.73047
81.7421875,-62526.24219
81.75,-62546.47656
81.7578125,-62565.60156
81.765625,-62579.39453
81.7734375,-62585.59766
81.78125,-62586.30469
81.7890625,-62586.92188
81.796875,-62592.83594
81.8046875,-62607.32813
81.8125,-62628.48828
81.8203125,-62651.76563
81.828125,-62672.48047
81.8359375,-62687.3125
81.84375,-62698.08203
81.8515625,-62707.57813
81.859375,-62718.51953
81.8671875,-62732.10156
81.875,-62745.92969
81.8828125,-62757.98438
81.890625,-62766.30078
81.8984375,-62771.00781
81.90625,-62774.03906
81.9140625,-62777.23047
81.921875,-62781.51953
81.9296875,-62786.35547
81.9375,-62789.30859
81.9453125,-62789.21484
81.953125,-62784.57422
81.9609375,-62775.53516
81.96875,-62762.83203
81.9765625,-62745.64063
81.984375,-62724.13281
81.9921875,-62696.83203
82,-62663.25
82.0078125,-62623.25
82.015625,-62578.03125
82.0234375,-62529.79688
82.03125,-62480.16406
82.0390625,-62430.28125
82.046875,-62381.14063
82.0546875,-62333.34766
82.0625,-62287.83984
82.0703125,-62245.58984
82.078125,-62205.92578
82.0859375,-62168.71094
82.09375,-62132.19141
82.1015625,-62095.91797
82.109375,-62061.24609
82.1171875,-62029.54688
82.125,-62003.82031
82.1328125,-61984
82.140625,-61967.29297
82.1484375,-61949.49219
82.15625,-61925.96484
82.1640625,-61895.70313
82.171875,-61861.46094
82.1796875,-61828.55859
82.1875,-61802.30859
82.1953125,-61783.89453
82.203125,-61770.52734
82.2109375,-61756.58594
82.21875,-61735.88672
82.2265625,-61707.12891
82.234375,-61671.91797
82.2421875,-61635.33984
82.25,-61603.17969
82.2578125,-61578.30078
82.265625,-61562.64844
82.2734375,-61554.92578
82.28125,-61552.48047
82.2890625,-61552.50781
82.296875,-61551.44531
82.3046875,-61547.05469
82.3125,-61538.86719
82.3203125,-61528.62109
82.328125,-61520.24219
82.3359375,-61516.58594
82.34375,-61518.75391
82.3515625,-61524.88672
82.359375,-61530.46094
82.3671875,-61533.60156
82.375,-61534.26953
82.3828125,-61535.85156
82.390625,-61542.85547
82.3984375,-61556.30859
82.40625,-61575
82.4140625,-61593.88672
82.421875,-61608
82.4296875,-61615.66016
82.4375,-61618.46094
82.4453125,-61620.98438
82.453125,-61627.82422
82.4609375,-61641.03906
82.46875,-61660.13281
82.4765625,-61681.52344
82.484375,-61701.6875
82.4921875,-61718.40234
82.5,-61730.63281
82.5078125,-61741.30469
82.515625,-61753.0625
82.5234375,-61768.55078
82.53125,-61789.24609
82.5390625,-61813.06641
82.546875,-61837.71875
82.5546875,-61859.83594
82.5625,-61877.53906
82.5703125,-61891.86328
82.578125,-61905.25
82.5859375,-61920.77344
82.59375,-61939.86719
82.6015625,-61960.98047
82.609375,-61981.12891
82.6171875,-61996.43359
82.625,-62005.64844
82.6328125,-62010.74609
82.640625,-62014.70703
82.6484375,-62021.97656
82.65625,-62033.45313
82.6640625,-62047.37891
82.671875,-62061.42969
82.6796875,-62073.51563
82.6875,-62086.17969
82.6953125,-62103.44531
82.703125,-62128.89844
82.7109375,-62162.60938
82.71875,-62199.49609
82.7265625,-62232.21875
82.734375,-62255.10156
82.7421875,-62266.58594
82.75,-62271.52344
82.7578125,-62275.88281
82.765625,-62284.82031
82.7734375,-62299.85938
82.78125,-62317.99219
82.7890625,-62337.01953
82.796875,-62354.92578
82.8046875,-62371.82422
82.8125,-62389.32422
82.8203125,-62407.46875
82.828125,-62426.65234
82.8359375,-62446.38281
82.84375,-62466.91406
82.8515625,-62489.28125
82.859375,-62513.71875
82.8671875,-62539.41406
82.875,-62564.60938
82.8828125,-62586.93359
82.890625,-62606.92188
82.8984375,-62625.55469
82.90625,-62644.8125
82.9140625,-62665.53125
82.921875,-62685.31641
82.9296875,-62702.19531
82.9375,-62713.75781
82.9453125,-62719.64453
82.953125,-62721.46875
82.9609375,-62719.81641
82.96875,-62714.16016
82.9765625,-62701.83594
82.984375,-62680.26953
82.9921875,-62649.65234
83,-62612.55469
83.0078125,-62575.72266
83.015625,-62543.48828
83.0234375,-62516.03125
83.03125,-62490.70313
83.0390625,-62461.39453
83.046875,-62423.89063
83.0546875,-62378.39453
83.0625,-62328.375
83.0703125,-62281.39844
83.078125,-62242.8125
83.0859375,-62214.40234
83.09375,-62194.03906
83.1015625,-62175.94141
83.109375,-62154.72656
83.1171875,-62127.11719
83.125,-62093.43359
83.1328125,-62057.83594
83.140625,-62025.54688
83.1484375,-62001.66797
83.15625,-61988.49609
83.1640625,-61983.5
83.171875,-61982.58984
83.1796875,-61979.57031
83.1875,-61970.58203
83.1953125,-61955.96094
83.203125,-61938.42969
83.2109375,-61923.98047
83.21875,-61916.43359
83.2265625,-61916.57422
83.234375,-61922.54688
83.2421875,-61930.14063
83.25,-61936.24219
83.2578125,-61939.64844
83.265625,-61941.24219
83.2734375,-61943.66797
83.28125,-61948.9375
83.2890625,-61958.81641
83.296875,-61974.05469
83.3046875,-61993.27344
83.3125,-62015.79688
83.3203125,-62038.9375
83.328125,-62060.19922
83.3359375,-62078.15234
83.34375,-62091.61328
83.3515625,-62102.71484
83.359375,-62113.84375
83.3671875,-62127.375
83.375,-62144.71875
83.3828125,-62164.60938
83.390625,-62184.52344
83.3984375,-62201.73438
83.40625,-62214.47266
83.4140625,-62223.61719
83.421875,-62230.75
83.4296875,-62238.17578
83.4375,-62247.28906
83.4453125,-62256.59375
83.453125,-62265.28906
83.4609375,-62271.35156
83.46875,-62274.19531
83.4765625,-62275.19531
83.484375,-62275.28516
83.4921875,-62276.48438
83.5,-62278.95703
83.5078125,-62282.01172
83.515625,-62284.73438
83.5234375,-62285.97656
83.53125,-62285.38672
83.5390625,-62283.08594
83.546875,-62278.64063
83.5546875,-62272.78906
83.5625,-62265.32031
83.5703125,-62257.20703
83.578125,-62250.22266
83.5859375,-62245.39844
83.59375,-62245.20313
83.6015625,-62249.93359
83.609375,-62258.60938
83.6171875,-62269.19922
83.625,-62277.41016
83.6328125,-62280.20313
83.640625,-62275.25781
83.6484375,-62263.16016
83.65625,-62247.55859
83.6640625,-62233.53906
83.671875,-62225.66016
83.6796875,-62225.58203
83.6875,-62230.04297
83.6953125,-62234.26563
83.703125,-62232.42969
83.7109375,-62222.73047
83.71875,-62208.54297
83.7265625,-62195.59766
83.734375,-62191.41406
83.7421875,-62198.44922
83.75,-62213.60156
83.7578125,-62229.76563
83.765625,-62238.45703
83.7734375,-62235.71094
83.78125,-62223.78125
83.7890625,-62210.625
83.796875,-62206.59766
83.8046875,-62218.51172
83.8125,-62247.21875
83.8203125,-62286.71484
83.828125,-62326.30859
83.8359375,-62357.80078
83.84375,-62376.90625
83.8515625,-62386.3125
83.859375,-62393.27734
83.8671875,-62403.92188
83.875,-62422.13672
83.8828125,-62445.55469
83.890625,-62468.42578
83.8984375,-62485.75
83.90625,-62495.22266
83.9140625,-62499.39063
83.921875,-62503.00391
83.9296875,-62509.82422
83.9375,-62520.50391
83.9453125,-62531.14844
83.953125,-62536.49219
83.9609375,-62532.52344
83.96875,-62517.63281
83.9765625,-62495.41406
83.984375,-62470.0625
83.9921875,-62445.375
84,-62422.94922
84.0078125,-62400.46875
84.015625,-62376.01172
84.0234375,-62347.67969
84.03125,-62316.03516
84.0390625,-62284.30078
84.046875,-62255.53125
84.0546875,-62231.69531
84.0625,-62211.94531
84.0703125,-62192.96094
84.078125,-62171.5625
84.0859375,-62145.38672
84.09375,-62115.32422
84.1015625,-62084.52734
84.109375,-62055.49609
84.1171875,-62030.90625
84.125,-62009.80469
84.1328125,-61989.83594
84.140625,-61969.19141
84.1484375,-61946.57813
84.15625,-61924.49609
84.1640625,-61905.91797
84.171875,-61893.39063
84.1796875,-61887.38672
84.1875,-61885.35156
84.1953125,-61883.69141
84.203125,-61879.74609
84.2109375,-61873.17969
84.21875,-61867.25
84.2265625,-61865.69922
84.234375,-61871.66406
84.2421875,-61885.57813
84.25,-61903.39453
84.2578125,-61920.79688
84.265625,-61932.60938
84.2734375,-61936.28125
84.28125,-61933.36328
84.2890625,-61927.21875
84.296875,-61923.83203
84.3046875,-61927.21875
84.3125,-61938.32422
84.3203125,-61954.41406
84.328125,-61969.82813
84.3359375,-61979.39453
84.34375,-61981.33984
84.3515625,-61977.64063
84.359375,-61974.71484
84.3671875,-61977.49609
84.375,-61987.96875
84.3828125,-62003.57031
84.390625,-62017.70313
84.3984375,-62026.36719
84.40625,-62028.44922
84.4140625,-62027.52344
84.421875,-62029.92578
84.4296875,-62039.33203
84.4375,-62056.56641
84.4453125,-62077.78906
84.453125,-62097.5625
84.4609375,-62112.08203
84.46875,-62120.34375
84.4765625,-62124.64063
84.484375,-62128.94141
84.4921875,-62135.73047
84.5,-62146.67969
84.5078125,-62160.17188
84.515625,-62173.57422
84.5234375,-62184.53516
84.53125,-62190.94531
84.5390625,-62194.44922
84.546875,-62197.125
84.5546875,-62201.36328
84.5625,-62208.74219
84.5703125,-62217.91016
84.578125,-62226.59375
84.5859375,-62232.07813
84.59375,-62232.97266
84.6015625,-62230.28516
84.609375,-62225.82813
84.6171875,-62222.37109
84.625,-62222.125
84.6328125,-62225.48828
84.640625,-62233.44922
84.6484375,-62244.76172
84.65625,-62257.36719
84.6640625,-62268.55078
84.671875,-62274.29688
84.6796875,-62273.92578
84.6875,-62268.67578
84.6953125,-62262.51172
84.703125,-62260.25781
84.7109375,-62263.55859
84.71875,-62270.58594
84.7265625,-62276.70313
84.734375,-62277.78125
84.7421875,-62274.02344
84.75,-62269.05859
84.7578125,-62268.34766
84.765625,-62274.71484
84.7734375,-62284.96875
84.78125,-62294.17188
84.7890625,-62297.20313
84.796875,-62294.44141
84.8046875,-62292.39063
84.8125,-62298.14844
84.8203125,-62316.35938
84.828125,-62343.17969
84.8359375,-62368.44531
84.84375,-62381.8125
84.8515625,-62378.04297
84.859375,-62361.10156
84.8671875,-62341.59766
84.875,-62330.44531
84.8828125,-62333.59766
84.890625,-62347.94922
84.8984375,-62364.81641
84.90625,-62374.62109
84.9140625,-62370.61719
84.921875,-62353.81641
84.9296875,-62328.72656
84.9375,-62301.45703
84.9453125,-62276.82422
84.953125,-62255.22266
84.9609375,-62235.77344
84.96875,-62216.02344
84.9765625,-62194.57031
84.984375,-62171.91797
84.9921875,-62149.46094
85,-62128.89844
85.0078125,-62111.29688
85.015625,-62094.92578
85.0234375,-62077.32813
85.03125,-62054.71875
85.0390625,-62025.41016
85.046875,-61990.91016
85.0546875,-61954.74219
85.0625,-61923.35547
85.0703125,-61900.31641
85.078125,-61885.1875
85.0859375,-61873.70703
85.09375,-61858.55859
85.1015625,-61835.92969
85.109375,-61806.45703
85.1171875,-61776.05859
85.125,-61752.74219
85.1328125,-61741.24609
85.140625,-61740.75
85.1484375,-61745.39453
85.15625,-61747.15234
85.1640625,-61742.09375
85.171875,-61729.87891
85.1796875,-61714.13281
85.1875,-61698.67969
85.1953125,-61683.62891
85.203125,-61668.41406
85.2109375,-61651.37891
85.21875,-61633.54688
85.2265625,-61619.07422
85.234375,-61611.03906
85.2421875,-61610.42578
85.25,-61613.22266
85.2578125,-61613.22656
85.265625,-61606.32813
85.2734375,-61592.70313
85.28125,-61577.25
85.2890625,-61565.99609
85.296875,-61561.01563
85.3046875,-61561.02344
85.3125,-61560.42969
85.3203125,-61555.13672
85.328125,-61545.30859
85.3359375,-61534.00781
85.34375,-61527.22656
85.3515625,-61527.41406
85.359375,-61532.72656
85.3671875,-61538.51172
85.375,-61539.3125
85.3828125,-61533.41406
85.390625,-61523.11719
85.3984375,-61513.44141
85.40625,-61509.57031
85.4140625,-61513.35547
85.421875,-61523.89453
85.4296875,-61538.38281
85.4375,-61553.23047
85.4453125,-61568.08984
85.453125,-61583.06641
85.4609375,-61599.50391
85.46875,-61618.71875
85.4765625,-61640.01172
85.484375,-61663.86719
85.4921875,-61689.77734
85.5,-61717.22266
85.5078125,-61745.91406
85.515625,-61773.57031
85.5234375,-61797.64844
85.53125,-61815.88281
85.5390625,-61827.64063
85.546875,-61835.125
85.5546875,-61841.53125
85.5625,-61850.27344
85.5703125,-61862.95703
85.578125,-61877.69922
85.5859375,-61892.91016
85.59375,-61906.26563
85.6015625,-61917.63672
85.609375,-61929.28516
85.6171875,-61942.875
85.625,-61960.53906
85.6328125,-61981.65625
85.640625,-62004.04688
85.6484375,-62025.92188
85.65625,-62046.10156
85.6640625,-62065.61719
85.671875,-62086.66797
85.6796875,-62111.07422
85.6875,-62139.76563
85.6953125,-62170.60156
85.703125,-62200.07813
85.7109375,-62224.25781
85.71875,-62239.375
85.7265625,-62246.26563
85.734375,-62247.9375
85.7421875,-62249.84766
85.75,-62257.97266
85.7578125,-62274.22656
85.765625,-62297.91016
85.7734375,-62324.21484
85.78125,-62348.04688
85.7890625,-62366.91797
85.796875,-62381.66406
85.8046875,-62395.94922
85.8125,-62413.25781
85.8203125,-62433.875
85.828125,-62456.33203
85.8359375,-62477.25781
85.84375,-62495.69531
85.8515625,-62513.73047
85.859375,-62533.8125
85.8671875,-62558.61719
85.875,-62585.89844
85.8828125,-62610.12891
85.890625,-62625.64063
85.8984375,-62628.3125
85.90625,-62619.85938
85.9140625,-62604.85938
85.921875,-62588.66016
85.9296875,-62574.55078
85.9375,-62562.03516
85.9453125,-62548.62891
85.953125,-62532.07031
85.9609375,-62511.26953
85.96875,-62488.69922
85.9765625,-62466.77344
85.984375,-62447.95313
85.9921875,-62433.33984
86,-62421.02734
86.0078125,-62409.82422
86.015625,-62397.39063
86.0234375,-62382.54688
86.03125,-62366.11328
86.0390625,-62349.25
86.046875,-62334.16016
86.0546875,-62321.71875
86.0625,-62310.99219
86.0703125,-62299.59766
86.078125,-62284.16406
86.0859375,-62262.73828
86.09375,-62236
86.1015625,-62205.97266
86.109375,-62177.26953
86.1171875,-62152.47266
86.125,-62133.05078
86.1328125,-62119.06641
86.140625,-62108.35547
86.1484375,-62100.20313
86.15625,-62092.61719
86.1640625,-62083.45313
86.171875,-62071.11719
86.1796875,-62054.17969
86.1875,-62033.82031
86.1953125,-62013.29297
86.203125,-61996.91406
86.2109375,-61988.35938
86.21875,-61987.60938
86.2265625,-61991.72656
86.234375,-61995.94922
86.2421875,-61995.5625
86.25,-61990.76172
86.2578125,-61984.39063
86.265625,-61981.87891
86.2734375,-61988.13672
86.28125,-62003.40234
86.2890625,-62025.44531
86.296875,-62048.49219
86.3046875,-62067.26563
86.3125,-62079.76172
86.3203125,-62086.54297
86.328125,-62090.34375
86.3359375,-62093.05859
86.34375,-62094.19531
86.3515625,-62091.97266
86.359375,-62083.99219
86.3671875,-62070.25391
86.375,-62053.11719
86.3828125,-62034.82813
86.390625,-62018.41406
86.3984375,-62003.94922
86.40625,-61990.87891
86.4140625,-61979.50781
86.421875,-61970.11719
86.4296875,-61965.16406
86.4375,-61965.33203
86.4453125,-61969.51172
86.453125,-61975.89453
86.4609375,-61982.26953
86.46875,-61988.76953
86.4765625,-61997.23438
86.484375,-62009.82031
86.4921875,-62027.92578
86.5,-62049.69531
86.5078125,-62073.4375
86.515625,-62096.78906
86.5234375,-62118.10156
86.53125,-62139.04297
86.5390625,-62160.77344
86.546875,-62184.22656
86.5546875,-62209.72266
86.5625,-62235.25781
86.5703125,-62259.57422
86.578125,-62280.42188
86.5859375,-62295.66406
86.59375,-62303.64453
86.6015625,-62303.03516
86.609375,-62294.19922
86.6171875,-62279.71094
86.625,-62263.66016
86.6328125,-62251.86328
86.640625,-62248.24219
86.6484375,-62254.32422
86.65625,-62268.06641
86.6640625,-62283.21484
86.671875,-62294.58203
86.6796875,-62297.99219
86.6875,-62293.75781
86.6953125,-62286.97266
86.703125,-62283.60938
86.7109375,-62289.89844
86.71875,-62307.91797
86.7265625,-62335.97266
86.734375,-62370.15625
86.7421875,-62405.94922
86.75,-62440.375
86.7578125,-62472.15234
86.765625,-62500.28125
86.7734375,-62525.40625
86.78125,-62547.29297
86.7890625,-62566.91016
86.796875,-62586
86.8046875,-62604.91016
86.8125,-62624.46484
86.8203125,-62642.55078
